Time_s,Channel_57_mV,Channel_61_mV
0.0,0.0029193984979977374,0.0653783519770953
0.004,0.011876208795540823,0.018981893336313598
0.008,0.0180954116842989,-0.006136489976466108
0.012,-0.02645523127643387,-0.052985097326398
0.016,-0.011144879671636562,-0.03927744947206279
0.02,0.07077985749110596,0.04754580960884966
0.024,-0.03921484186461785,-0.01877351602972008
0.028,0.04785779036859934,0.0158315762975314
0.032,-0.03625920767618793,0.03548261114097837
0.036,-0.04878423784648224,-0.01232854928043338
0.04,0.02157092464295911,0.06430185570602846
0.044,-0.08465280046588569,-0.04716308178894482
0.048,-0.021470804128847443,-0.0417143805408222
0.052,0.0027329750835430595,-0.022282316343676632
0.056,-0.053509409032805266,0.060009787406314956
0.06,-0.02021204300843804,0.09335326495897008
0.064,0.03726947005510296,0.10597518047040544
0.068,-0.014926480803525925,0.0921963870118371
0.072,-0.02706599931527545,-0.07332272585665772
0.076,0.10756387375608403,0.043991228356955445
0.08,0.01378831202431547,0.11184008644106365
0.084,-0.025969702065451017,0.06229670781446559
0.088,0.07493669648511762,-0.008925501462173942
0.092,0.07901045563491847,-0.021376706101435414
0.096,-0.015021769969684753,-0.03496654439134939
0.1,-0.03516267777500376,-0.040367576091203325
0.104,0.044717613114107845,-0.054364697458595415
0.108,0.06677917969821721,0.017580680480203663
0.112,-0.0802205635115616,0.040051341687554434
0.116,0.028644333638157743,0.09008063750825702
0.12,0.0584351573299008,-0.0490632983006336
0.124,0.04502634983953904,0.06229402296032656
0.128,-0.0024202325693784238,0.037483749033655825
0.132,-0.08383273189387012,-0.03550753304330544
0.136,-0.01861119325032561,0.11766706280310398
0.14,0.0005620636129746517,0.09348714906069461
0.144,0.05347296059962128,-0.05651942978135223
0.148,0.01955866512933978,-0.014284575368659081
0.152,0.03704153653018962,-0.059636787197109964
0.156,-0.05336940157819217,0.09704920518286862
0.16,-0.029478822098911797,-0.06503294552542614
0.164,-0.00788774158236464,0.001623037109901595
0.168,0.0632365978227822,-0.04873834157294682
0.172,-0.02959506083217743,-0.08405162782166055
0.176,0.03806746108921488,-0.022157579514931816
0.18,0.012224336824171757,-0.022341718213252558
0.184,0.06502173049047454,-0.06145759947795104
0.188,0.05856093031971582,-0.04848832156538185
0.192,0.018115760799830585,-0.04883694717679975
0.196,-0.04178287390751453,-0.05419102262991348
0.2,0.030808779313088636,0.0961111850945519
0.204,0.05580122579358683,0.03266591721541139
0.208,-0.03698901706090305,0.07215751047105556
0.212,-0.06621904667308062,0.021047316045407518
0.216,-0.031103761108909073,0.03336939714332145
0.22,-0.06657200286597172,-0.07032993791484207
0.224,0.03552571873350765,0.028217096970404504
0.228,0.029210369317206976,-0.008535829284712191
0.232,-0.012728886420867044,0.06662867951177696
0.236,-0.016211759626774704,0.02537394157402001
0.24,0.050966874150880505,-0.04379204217582023
0.244,-0.13957216784531692,0.01978739906393213
0.248,0.016712487389941848,0.025157393817503777
0.252,-0.06304083912381418,0.014630797239733104
0.256,0.149628261151288,-0.060173525208157656
0.26,0.05100225180733458,0.004629318296508021
0.264,-0.046771018869593645,0.02460542484154388
0.268,0.024723801566950046,-0.022334329007588208
0.272,0.011925978952686371,0.0015526892123938888
0.276,0.04454441682137252,0.016549319322997656
0.28,-0.04816882198584693,-0.10247102213790667
0.284,0.03476760393460567,-0.06195381051843061
0.288,0.007189952783245215,-0.011478208262805264
0.292,0.03189662342848649,-0.03752278634788802
0.296,-0.05832922298712328,0.03071892631374621
0.3,-0.02577761628448404,-0.011052943073601218
0.304,0.014345851537121155,0.07718525001490177
0.308,-0.05258577597665351,0.03482733601659051
0.312,-0.0947005494191854,0.010027172735307066
0.316,-0.00160783427958913,0.06374922133660138
0.32,-0.013982928554989386,0.017113470002652904
0.324,0.06264355033396334,0.012487757259675982
0.328,0.008802231768458237,0.00782590428223555
0.332,0.18121436376372818,0.05266900622493083
0.336,0.019568993818895025,0.012324688471692751
0.34,-0.007021428192919585,-0.05008518359605534
0.344,-0.013144504365106675,0.08104899204385226
0.348,0.007380185035233459,-0.07783941622149713
0.352,0.06051761643599745,0.05342091350998316
0.356,0.0007116543305431212,-0.03800018677917437
0.36,-0.02943695093961551,0.10554184743754405
0.364,0.05577806569319013,-0.028062762375180378
0.368,-0.08683677447947623,-0.020508915066545494
0.372,-0.012656280956657504,-0.0912996647487149
0.376,-0.01830301606291933,0.057905888742080726
0.38,0.020369779269183937,-0.03280609643380238
0.384,-0.0014744209863046952,0.04261382427302552
0.388,-0.09036806535821351,-0.014691698060312104
0.392,-0.03780286726712261,-0.03574961120306602
0.396,-0.006103448211007397,0.07007873521878663
0.4,0.026172693124663346,0.021250587447207057
0.404,-0.02680717920548353,0.06297315779561344
0.408,-0.013766681829954892,-0.04528910476800326
0.412,-0.009403845070538003,-0.03245232914920712
0.416,0.13958262914385608,0.13302344121765877
0.42,0.021259256770403526,-0.0022408780370827184
0.424,-0.020512284743560146,0.0035391704705310827
0.428,0.08784983371522813,-0.0724129463580203
0.432,0.021726817038199626,-0.08941243102186489
0.436,-0.005479199068639552,0.01887777693909164
0.44,-0.0754523043637901,0.07077793995502517
0.444,0.022709083094766006,-0.016407533661378784
0.448,-0.06480815703324144,-9.661368207262591e-05
0.452,-0.011503236096194632,-0.008814744011504911
0.456,0.09521318628179111,0.03756325699566357
0.46,-0.016228851040201487,-0.011877988916187437
0.464,-0.05458612589430515,0.05807789969119512
0.468,-0.028773490408816826,-0.051700348284193565
0.472,0.027292310530303784,-0.013778376388979297
0.476,0.01301002951707831,-0.16012236844751365
0.48,0.00013938237387802353,0.03445493348019376
0.484,0.0250922019821777,0.10476417236407849
0.488,-0.06093998276100169,0.0006277221801521873
0.492,0.005471821762666637,0.019276876291099407
0.496,-0.06054229704381227,-0.00547176008508431
0.5,-0.04423217005992197,0.017448656499615325
0.504,-0.0030477611683440995,0.017451155028076714
0.508,0.08592731376148001,0.05555139171699455
0.512,-0.04752358894698802,0.019124521143713873
0.516,0.12940402238921841,0.11105674631214911
0.52,0.08726390119133112,0.02885704236742866
0.524,0.00800344700550734,0.05806753894644551
0.528,0.07193167802246052,0.1252225943109729
0.532,-0.034397357585991266,-0.019565791825660886
0.536,-0.06274192939028618,-0.011018775579731112
0.54,-0.005975960733455084,-0.005920431674773749
0.544,-0.015098872162327644,0.04766703021553882
0.548,0.011648901233336936,-0.06160888103397141
0.552,0.027596472521045225,-0.05118393244113587
0.556,-0.06951352669884424,0.06404223241421539
0.56,0.018700672789054983,-0.00717208255068473
0.564,-0.0014098207509980185,0.010143763047770215
0.568,-0.03653418960321952,-0.051137492590345716
0.572,0.05108273366552366,-0.028739934847784743
0.576,-0.025760962468554777,-0.05722204031274933
0.58,-0.07691073915009644,0.04751477525014526
0.584,-0.007479069445332447,-0.11393661223736702
0.588,-0.00519198815860846,0.006886341455467314
0.592,-0.012150841994474033,0.054781797017912026
0.596,-0.004280301831941071,-0.0015670513122508674
0.6,-0.0169575174136142,0.0003412270490162913
0.604,0.01238319381579559,0.05348385367296841
0.608,-0.006131540235788728,0.021208506734105695
0.612,0.0144698667496243,0.04845713902987364
0.616,-0.018478634335251293,0.0033413676089649224
0.62,-0.05477632310097513,-0.01012828432440704
0.624,0.020955552931470337,0.03186619194256045
0.628,0.08886270114983028,-0.013399132719859189
0.632,-0.011423745304986188,-0.030344561885939494
0.636,-0.0327596618977278,-0.011863390561614496
0.64,-0.08951800044659544,0.029008793798603966
0.644,-0.04307331115629123,-0.050772586226022244
0.648,0.048187617585304154,0.050372601587622357
0.652,-0.03345540157979039,-0.0702365382079879
0.656,0.0025753989174473494,0.03894551433230543
0.66,0.012588070946396916,0.026670282103188517
0.664,-0.0014777812372107181,-0.06412571485839819
0.668,0.0054569024003518,0.0615895675842011
0.672,-0.1058488189181267,0.01583836344152447
0.676,-0.029633345842867254,-0.025419735590984777
0.68,0.04531223806222726,0.012883291159839341
0.684,-0.03189922395988582,0.03283686920021569
0.688,0.09067362950739302,-0.06322567899116635
0.692,-0.0058010219705708025,0.04788137402163392
0.696,0.028031003700021623,-0.0028358279599411777
0.7,-0.07022061571523557,0.04968774776436284
0.704,-0.00386431569169319,-0.007946389976775606
0.708,0.02532984677901058,-0.03824725335769289
0.712,-0.021020369375099927,-0.0327100910834151
0.716,0.03635596302231889,0.05400571479440086
0.72,-0.026172897293602844,-0.016577320928461172
0.724,0.009818195231483397,-0.008254919652920986
0.728,-0.01784795844442625,0.03466128334688049
0.732,0.007688340507078787,0.008064303395988534
0.736,-0.005514304923168289,-0.1274460243906969
0.74,-0.04889946946438294,0.0500085016073544
0.744,0.04029461497863854,0.07951139208355967
0.748,0.013863585301288912,0.005728034959039226
0.752,-0.03482588818925925,-0.0017895853267391936
0.756,-0.03316639008415822,0.01663785108709105
0.76,-0.050471772974366724,0.04928139824438049
0.764,0.01951449643291789,-0.002586581660944061
0.768,0.022914529520908056,0.06680871145220803
0.772,0.048772487372109596,-0.000362661604622798
0.776,-0.018168848032486466,0.053192099494271484
0.78,-0.05156651711841297,0.06311866954859535
0.784,0.033910040765451364,-0.013104422405851643
0.788,0.003891824569488927,-0.042995685754308996
0.792,0.0014165977507049152,-0.04569106399267043
0.796,-0.007197425338784324,0.006419917711229854
0.8,0.09177220828730336,0.1280031742508337
0.804,-0.017413298181171998,-0.04354906711617141
0.808,0.05338877018236387,-0.02807243275793636
0.812,-0.08413576597268127,-0.07573770752556112
0.816,0.1292374669903361,-0.02925817452739963
0.82,-0.006147785824147763,0.042283305728700205
0.824,0.06328061967484387,0.02575401193344234
0.828,-0.04261257639837765,0.09253728463986675
0.832,-0.03087179351249037,-0.0009104581606757456
0.836,-0.016577550698885286,-0.07525393493450633
0.84,0.0036981682872584813,0.010847077844344258
